sum.taxonomy,K0601_B2,K0601_C3,K0601_E4,K0601_G5,K0601_K6,K0601_L7,K0601_M8,K0601_T9,K0603_A1,K0603_B2,K0603_E4,K0603_G5,K0603_K6,K0603_L7,K0603_M8,K0603_T9,K0605_T9,K0607_A1,K0607_B2,K0607_C3,K0607_E4,K0607_G5,K0607_K6,K0607_L7,K0607_M8,K0607_T9,K0608_B2,K0608_E4,K0608_K6,K0608_L7,K0608_M8,K0608_T9,K0609_A1,K0609_B2,K0609_C3,K0609_E4,K0609_G5,K0609_K6,K0609_L7,K0609_M8,K0609_T9,K0612_G5,K0614_M8,K0760_B2,K0840_E4
Abditibacteriota;Abditibacteria;Abditibacteriales;Abitibacteriaceae;Abditibacterium;Abditibacterium utsteinense,2,0,0,2,0,2,0,0,0,0,0,0,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,26,27,0,0,0,0,114,0,0
Firmicutes;Bacilli;Bacillales;unknown;;,17,150,268,293,41,47,7,1,65,10,33,2,10,45,991,685,30,1099,8,0,18,0,29,0,96,17,18,19,8,203,35,412,4,198,50,24,241,156,25,238,41,36,207,4,2
Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18
Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus italicus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;,0,0,0,0,7,7,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,21,0,0,0,0,2,0,5,6,0,0,0,0,0,0,44
Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus fermentum,1,13,0,0,0,0,0,0,0,2,0,0,9,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,2,0,5,0,0,0,0,2,0,0,0,4,0,0,0
Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Weissella;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,112,0,0
Firmicutes;Bacilli;Lactobacillales;unknown;;,4,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,1,13,5,81,0,5,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
Firmicutes;Bacilli;unknown;unknown;NA;,280,188,11,4,51,162,140,0,79,149,33,32,78,80,1,0,81,0,86,41,197,55,155,45,37,122,160,112,88,175,138,10,101,118,187,84,81,179,244,136,82,513,25,181,0
Firmicutes;Clostridia;Clostridiales;Christensenellaceae;Christensenella;Christensenella sp.,0,8,11,0,0,0,0,0,21,28,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,26,0,0,0,30,0,1,21,5,0,0,0,0,34,0,0,0,0,0
Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Alkaliphilus;,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,0,0,0
Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Caloramator;,0,92,35,0,12,14,0,0,12,16,0,0,12,0,0,0,0,0,5,0,7,14,0,0,0,32,13,0,0,0,58,0,0,39,3,2,0,0,0,9,4,0,0,0,0
Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;,23,397,757,87,167,261,15,0,116,79,0,10,229,32,0,0,54,0,0,23,0,35,220,23,0,256,183,40,47,14,212,21,54,265,74,16,11,3,68,193,12,124,0,25,1
Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium cylindrosporum,0,0,60,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp.,15,0,59,0,11,27,9,0,0,1,0,0,0,0,0,1,0,0,24,0,13,1,0,0,0,42,0,0,0,0,0,0,0,24,0,15,0,0,46,0,0,41,1,35,0
Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp. 6-31,7,0,0,0,0,0,0,0,0,24,0,0,39,0,0,0,0,0,6,0,0,5,46,0,0,0,36,0,5,0,62,0,1,4,15,13,0,0,0,89,0,0,0,0,0
Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp. 6-69,0,0,0,0,0,0,0,0,0,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,1,0,0,0,11,0,0,0,0,8,0,0,4,0,0
Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp. enrichment culture,0,11,0,0,5,0,0,0,21,1,0,0,0,0,0,0,0,0,6,23,0,7,4,0,0,3,1,0,0,0,0,0,4,64,1,0,0,0,0,1,0,0,0,0,0
Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp. PPf35E6,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium vulturis,0,0,37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Lutispora;Lutispora thermophila,0,8,0,0,31,26,0,0,8,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,15,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Firmicutes;Clostridia;Clostridiales;Clostridiaceae;NA;,0,31,363,0,6,35,0,0,42,14,0,10,12,36,0,0,0,0,0,0,1,0,55,7,0,70,14,0,3,0,63,0,4,85,13,0,0,0,7,87,0,26,0,0,0
Firmicutes;Clostridia;Clostridiales;Clostridiaceae;NA;Clostridiaceae bacterium,0,0,0,0,0,2,0,0,1,0,0,2,25,3,0,0,1,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,3,0,2,0,0,0,5,0,0,0,0,7,0
Firmicutes;Clostridia;Clostridiales;Clostridiaceae;NA;Clostridiaceae bacterium enrichment culture RD-L/C-OTU I,0,1,12,0,0,1,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0
Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Oxobacter;,0,6,61,0,0,0,0,0,17,5,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,11,0,0,3,2,0,0,0,0,18,0,0,0,0,0
Firmicutes;Clostridia;Clostridiales;Clostridiales Family XII. Incertae Sedis;Acidaminobacter;Acidaminobacter sp. CJ5,0,0,5,0,8,0,0,0,23,0,0,0,0,0,0,0,0,0,0,2,0,3,10,6,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firmicutes;Clostridia;Clostridiales;Clostridiales Family XII. Incertae Sedis;Acidaminobacter;Acidaminobacter sp. enrichment culture clone B18,0,27,48,0,136,0,0,0,17,0,0,0,45,0,0,0,0,0,0,5,0,11,20,0,0,0,0,0,7,0,0,0,4,0,6,1,0,0,0,22,0,0,0,0,0
Firmicutes;Clostridia;Clostridiales;Clostridiales Family XII. Incertae Sedis;Fusibacter;,0,136,96,0,352,0,6,0,23,0,0,3,124,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,14,0,0,0,4,13,18,0,0,0,0,82,9,0,0,0,0
Firmicutes;Clostridia;Clostridiales;Clostridiales Family XII. Incertae Sedis;Fusibacter;Fusibacter sp. enrichment culture,0,175,11,0,10,0,0,0,185,0,0,0,5,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,28,6,0,0,0,0,0,0,0,0,0,0
Firmicutes;Clostridia;Clostridiales;Clostridiales Family XVI. Incertae Sedis;Carboxydocella;,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,15,0
Firmicutes;Clostridia;Clostridiales;Clostridiales Family XVII. Incertae Sedis;NA;,0,0,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
Firmicutes;Clostridia;Clostridiales;Clostridiales Family XVII. Incertae Sedis;Sulfobacillus;,0,0,18,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,8,1,3,0,0,0,0,2,1,5,0,0,0,0,0,0,0,0,0
Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;NA;,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0
Firmicutes;Clostridia;Clostridiales;Hungateiclostridiaceae;NA;,0,12,7,0,0,0,0,0,16,11,0,0,23,0,0,0,0,0,0,9,11,6,38,13,0,0,17,1,6,0,57,0,0,25,16,1,0,0,0,55,0,0,0,0,0
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnotalea;Lachnotalea glycerini,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;,0,12,81,3,35,17,0,0,8,1,10,17,0,0,0,0,0,0,0,7,8,0,9,0,0,8,0,0,4,0,0,0,0,15,13,3,22,0,5,5,0,5,0,0,8
Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfitobacterium;,0,0,5,0,0,0,1,0,0,24,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,17,0,0,0,7,0,0,8,10,0,0,0,0,17,0,0,0,0,0
Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfosporosinus;,1,20,852,0,75,0,0,0,41,0,0,0,36,0,0,0,0,0,0,0,0,0,44,0,0,5,1,0,0,0,72,19,0,47,9,0,0,0,0,82,0,1,0,0,0
Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfosporosinus;Desulfosporosinus sp. enrichment culture,0,31,200,0,0,0,0,0,16,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,23,0,0,0,5,35,0,0,0,0,0
Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfotomaculum;,0,0,0,0,0,7,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,7,10,0,0,0,39,0,1,10,0,0,0,0,0,8,0,17,0,0,0
Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfotomaculum;Desulfotomaculum sp. DEM-KMe98-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,20,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0,0,0,0,0
Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfotomaculum;Desulfotomaculum sp. ECP-C5,0,12,57,0,0,0,0,8,14,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,21,1,0,0,0,0,11,0,0,0,0,0
Firmicutes;Clostridia;Clostridiales;Peptococcaceae;NA;,0,0,39,0,0,4,13,0,1,39,0,0,24,0,0,0,0,0,0,6,0,0,41,1,0,20,28,4,2,0,23,0,8,14,11,1,0,0,0,14,0,0,0,0,0
Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Pelotomaculum;Pelotomaculum sp. enrichment culture clone 35Fe82,0,30,156,0,7,0,0,0,62,5,0,0,119,0,0,0,0,0,0,0,0,0,16,0,0,2,16,3,0,0,45,1,0,234,11,0,0,0,0,66,0,0,0,0,0
Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Clostridioides;Clostridioides difficile,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,38,0,0,0,0,0,0,0,0,0,9,2,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;NA;,0,0,0,6,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,42,0,0,0,0,0,0,16,0
Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Proteocatella;,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Sporacetigenium;Sporacetigenium mesophilum,0,0,0,0,11,5,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,9,1,0,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,4,0,0,0
Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;NA;,0,1,28,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,39,0,1,0,3,3,33,0,0,1,0,10,0,0,0
Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;NA;Ruminococcaceae bacterium enrichment culture,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,19,10,0,0,7,0,12,35,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0
Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;,0,0,0,6,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,3
Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Sporobacter;Sporobacter termitidis,0,0,79,0,0,0,0,0,20,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,13,0,0,4,0,0,14,0,0,0,0,0
Firmicutes;Clostridia;Clostridiales;Symbiobacteriaceae;Symbiobacterium;,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firmicutes;Clostridia;Clostridiales;Symbiobacteriaceae;Symbiobacterium;Symbiobacterium turbinis,0,16,4,0,0,0,0,0,2,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,5,2,0,0,32,0,0,2,13,0,19,0,0,0,0,0
Firmicutes;Clostridia;Clostridiales;unknown;;,57,125,1347,15,220,124,138,6,288,137,61,29,273,58,2,3,149,10,59,124,71,251,256,122,1,176,275,169,185,24,305,32,182,212,151,79,139,17,33,387,68,68,1,119,10
Firmicutes;Clostridia;Clostridiales;unknown;Epulopiscium;,0,0,1,0,0,38,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Firmicutes;Clostridia;Clostridiales;unknown;NA;anaerobic bacterium Glu3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,8,0,0,0,0,0,0,9,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
Firmicutes;Clostridia;Clostridiales;unknown;NA;Clostridiales bacterium enrichment culture clone 2z-3,0,0,0,0,0,0,0,0,28,0,0,0,20,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Firmicutes;Clostridia;Clostridiales;unknown;NA;Clostridiales bacterium enrichment culture clone B1,0,0,10,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,7,0,0,0,1,0,0,0,0,6,0,0,0,0,0
Firmicutes;Clostridia;Halanaerobiales;Halanaerobiaceae;Halanaerobium;,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Gelria;,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,23,0,24,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Moorella;Moorella sp. enrichment culture clone DGGE-band1,0,0,0,0,0,0,217,0,0,11,0,0,0,0,0,0,85,0,148,0,0,18,17,2,0,27,3,5,18,0,4,0,54,0,0,192,0,0,0,0,0,0,0,0,0
Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;NA;,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,8,0,26,0,0,23,0,0,0,4,0,8,0,0,0,0,2,0,0,26,0,0,0,0,0,0,0,0,33
Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermoanaerobacter;Thermoanaerobacter uzonensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,17,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firmicutes;Clostridia;unknown;unknown;NA;,25,51,959,0,23,0,173,0,34,17,4,6,88,11,0,20,44,0,282,23,14,45,41,33,0,36,67,34,49,1,28,0,65,0,27,334,2,0,64,17,22,5,0,126,41
Firmicutes;Clostridia;unknown;unknown;NA;Clostridia bacterium enrichment culture clone L11_1_31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,18,9,26,0,10,0,3,9,0,0,0,21,1,6,0,0,0,0,0,0,0,0,0,0
Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;NA;,0,0,85,0,0,0,0,0,0,3,0,0,6,0,0,6,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firmicutes;Negativicutes;Selenomonadales;Sporomusaceae;NA;,0,1,7,0,0,4,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1,0,0,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firmicutes;Negativicutes;Selenomonadales;Sporomusaceae;Sporomusa;,1,28,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,4,0,0,0
Firmicutes;Negativicutes;unknown;unknown;NA;,0,0,28,0,0,0,6,0,15,0,0,0,0,0,0,0,0,0,1,2,4,0,0,5,0,0,2,0,2,0,0,0,0,14,1,0,0,0,3,0,0,0,0,3,0
Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;NA;Veillonellaceae bacterium 6-15,0,0,58,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
Firmicutes;unknown;unknown;unknown;;,314,19,57,3,45,248,384,4,31,123,121,121,46,119,19,77,239,22,390,59,46,148,297,104,116,671,182,231,258,57,308,57,122,80,181,192,66,14,886,72,65,65,21,84,23
Firmicutes;unknown;unknown;unknown;Hydrogenispora;Hydrogenispora ethanolica,0,0,12,0,0,0,27,0,71,0,0,0,0,0,0,0,0,0,5,0,0,0,78,0,0,0,21,0,0,0,55,0,0,0,0,0,0,0,0,0,0,11,0,20,0
Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;,0,0,0,0,0,0,0,0,1487,2,0,0,0,0,0,0,224,0,0,0,0,4,0,53,0,4,0,17,11,0,0,0,2,3,4,0,0,0,0,6,0,0,0,0,0
Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Hypnocyclicus;Hypnocyclicus thermotrophus,0,24,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;NA;,0,152,87,0,39,4,7,0,7,0,0,0,791,0,0,0,0,0,0,2,0,3,63,9,0,0,12,0,12,0,16,0,0,0,6,0,0,0,51,16,0,0,0,0,0
Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;NA;,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,24,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;,32,0,2,0,3,3,0,0,0,15,0,54,36,9,1,0,0,0,0,0,0,9,5,12,0,0,0,0,0,34,12,0,2,2,0,0,60,40,1,1,0,9,13,0,0
Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;Gemmatimonas aurantiaca,5,53,0,0,0,9,0,0,5,65,12,0,7,7,0,0,16,0,9,3,0,66,104,40,0,0,31,0,30,1,24,0,33,0,56,12,14,0,0,52,0,0,0,0,0
Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;Gemmatimonas phototrophica,4,15,10,0,12,0,2,0,4,0,0,0,5,7,0,7,0,0,0,12,5,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,2,0,75,0,0,0,1,0,0
Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;Gemmatimonas sp.,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,10,2,0,3,0,0,29,0,0,2,0
Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;Gemmatimonas sp. enrichment culture clone AOCRB-EC-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatirosa;Gemmatirosa kalamazoonesis,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72,0
Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;NA;,20,62,0,0,8,45,0,0,41,20,16,17,2,38,1,2,0,0,0,0,53,35,29,25,0,104,10,12,14,158,13,27,42,2,83,0,46,99,12,9,82,50,107,32,0
Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Roseisolibacter;Roseisolibacter agri,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,108,28,0,0,0,12,0,1,15,0,0,0,0,129,11,0
Gemmatimonadetes;Longimicrobia;Longimicrobiales;Longimicrobiaceae;Longimicrobium;Longimicrobium terrae,0,5,0,4,1,0,0,0,0,0,74,0,0,0,127,71,0,18,0,0,0,0,0,0,0,0,0,0,0,163,0,1,0,0,0,0,120,214,0,1,0,0,247,0,0
Gemmatimonadetes;unknown;unknown;unknown;;,0,0,0,3,0,0,0,0,0,0,0,0,0,0,38,2,0,1,0,0,0,0,0,0,0,0,0,0,0,39,0,3,0,0,0,0,25,86,0,0,0,0,4,0,0
Ignavibacteriae;Ignavibacteria;Ignavibacteriales;Ignavibacteriaceae;Ignavibacterium;,0,36,2,0,0,0,155,0,0,52,0,0,0,0,0,0,69,0,224,0,31,22,88,0,0,33,556,38,14,0,199,0,62,0,199,253,0,0,0,128,12,12,0,9,0
Ignavibacteriae;Ignavibacteria;Ignavibacteriales;Ignavibacteriaceae;Ignavibacterium;Ignavibacterium album,44,51,0,0,0,0,15,0,35,27,0,0,0,0,0,0,28,0,27,45,0,52,121,126,0,23,11,53,57,0,36,0,62,10,26,39,0,0,8,0,8,69,0,5,0
Ignavibacteriae;Ignavibacteria;Ignavibacteriales;Melioribacteraceae;Melioribacter;Melioribacter roseus,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,93,0,0,7,0,0,0,1,1,0,0,1,0,16,0,1,0,0,0,0,1,0,0,0,0,0
Ignavibacteriae;Ignavibacteria;Ignavibacteriales;unknown;;,0,85,4,0,0,0,28,0,0,69,0,0,79,0,0,0,31,0,16,9,8,1,80,5,0,11,162,4,0,0,363,0,55,0,116,7,0,0,0,228,0,3,0,3,0
Ignavibacteriae;Ignavibacteria;Ignavibacteriales;unknown;NA;Ignavibacteriales bacterium,3,0,0,0,0,10,80,0,0,14,0,0,0,0,0,0,51,0,50,29,18,35,8,9,0,18,5,104,59,0,9,0,39,0,8,26,0,0,0,0,0,0,0,4,0
Kiritimatiellaeota;Kiritimatiellae;Kiritimatiellales;Kiritimatiellaceae;Kiritimatiella;Kiritimatiella glycovorans,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,54,10,2,26,0,6,0,0,20,0,0,0,6,0,0,5,0,0,0,0,0,1,0,2,0
Kiritimatiellaeota;Kiritimatiellae;Kiritimatiellales;unknown;;,0,0,0,0,0,0,1,0,10,6,0,0,0,0,0,0,8,0,1,0,1,44,0,26,0,51,2,53,13,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
Kiritimatiellaeota;Kiritimatiellae;Kiritimatiellales;unknown;;Kiritimatiellales bacterium,0,12,0,0,0,0,0,0,33,6,0,0,0,0,0,0,0,0,0,0,40,0,0,22,0,96,0,2,1,0,3,0,24,0,5,0,0,0,0,8,0,0,0,0,0
Mucoromycota;Glomeromycetes;Diversisporales;Acaulosporaceae;Acaulospora;,17,1,0,0,0,157,0,0,8,0,0,0,0,0,0,0,0,0,5,0,11,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,5,0,42,0
Mucoromycota;Glomeromycetes;Diversisporales;Acaulosporaceae;Acaulospora;Acaulospora kentinensis,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,137,0,1886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Mucoromycota;Glomeromycetes;Diversisporales;Diversisporaceae;Corymbiglomus;Corymbiglomus tortuosum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mucoromycota;Glomeromycetes;Diversisporales;Diversisporaceae;Diversispora;,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,54,8,0,0,0
